target_id,target_month,employee_id,product_id,target_qty,target_value,currency,approved_by,approval_status,created_at,updated_at,source_system,batch_id,remarks
T400317,2025-05-01,E100226,P200504,1104,"42,83,260.34",INR,E100452,Pending,2026-01-08 07:09:46,2025-01-26 01:25:42,SAP,BATCH_20260313_003,Revised
T400318,2025-08-01,E100003,P200655,1048,"12,10,215.29",INR,E100375,Pending,2025-05-02 18:33:28,2025-09-07 02:46:46,Legacy ERP,BATCH_20260313_002,Revised
T400319,2025-06-01,E100234,P200239,505,"11,59,887.20",INR,E100191,Approved,2025-11-06 23:37:58,2025-05-30 21:03:20,SFA App,BATCH_20260313_003,Carry forward
T400320,2025-07-01,E100700,P200470,1610,"8,74,243.79",INR,E100541,Approved,2025-11-16 21:57:02,2025-08-25 19:40:25,CRM,BATCH_20260313_002,
T400321,2025-06-01,E100592,P200629,374,"2,94,241.24",INR,E100120,Pending,2025-11-02 07:57:28,2025-03-19 01:05:30,SAP,BATCH_20260313_001,
T400322,2025-11-01,E100460,P200329,726,"11,26,469.74",INR,E100256,Approved,2024-11-23 13:29:45,2025-06-05 09:16:44,SAP,BATCH_20260313_003,Manual upload
T400323,2025-08-01,E100129,P200409,1335,"30,07,962.18",INR,E100243,Approved,2025-01-24 09:48:36,2026-03-11 04:14:43,SAP,BATCH_20260313_001,Revised
T400324,2025-02-01,E100232,P200310,1142,"25,13,298.83",INR,E100706,Approved,2025-12-20 06:39:40,2025-04-10 01:49:53,CRM,BATCH_20260313_003,
T400325,2025-05-01,E100197,P200379,471,"2,57,168.16",INR,E100156,Pending,2025-08-20 11:50:44,2025-01-15 08:35:57,SAP,BATCH_20260313_003,Manual upload
T400326,2025-10-01,E100723,P200374,1786,"79,49,957.68",INR,E100601,Approved,2026-01-01 15:33:02,2025-11-15 18:09:58,CRM,BATCH_20260313_003,Manual upload
T400327,02/01/2025,E100218,P200592,1338,"3,37,646.24",INR,E100579,Approved,2025-02-09 01:49:14,2025-10-05 02:54:24,SAP,BATCH_20260313_003,Carry forward
T400328,2025-08-01,E100562,P200403,130,"2,79,136.42",INR,E100419,Pending,2025-12-25 08:17:52,2025-05-21 18:04:07,Legacy ERP,BATCH_20260313_001,
T400329,2025-05-01,E100110,P200352,1419,"11,57,665.03",INR,E100474,Approved,2025-11-13 03:32:47,2025-01-24 16:31:08,Legacy ERP,BATCH_20260313_003,Carry forward
T400330,2025-01-01,E100181,P200230,318,"2,52,244.28",INR,E100187,Approved,2026-02-08 11:10:07,2025-12-18 11:53:10,SFA App,BATCH_20260313_003,Revised
T400331,2026-02-01,E100250,P200071,296,"9,40,894.41",INR,E100242,Approved,2025-06-02 14:28:48,2025-07-07 18:28:08,SFA App,BATCH_20260313_002,Manual upload
T400332,2025-10-01,E100114,P200670,1092,"34,67,981.00",INR,E100311,Pending,2026-02-14 23:21:40,2025-08-14 09:57:48,SAP,BATCH_20260313_003,Manual upload
T400333,2025-05-01,E100555,P200238,1464,"43,02,062.13",INR,E100505,Approved,2025-10-22 09:48:25,2026-02-08 05:39:08,SAP,BATCH_20260313_002,Manual upload
T400334,2026-01-01,E100200,P200399,89,"1,35,219.31",INR,E100560,Pending,2024-12-14 00:01:02,2025-09-04 22:30:34,CRM,BATCH_20260313_001,Revised
T400335,2025/04/01,E100155,P200419,1026,"29,81,566.58",INR,E100215,Pending,2025-02-04 10:03:46,2025-09-21 02:39:12,CRM,BATCH_20260313_003,Revised
T400336,2026-02-01,E100166,P200487,578,"17,02,907.14",INR,E100748,Rejected,2025-11-29 09:58:30,2025-03-24 14:33:58,SFA App,BATCH_20260313_003,Revised
T400337,2026-01-01,E100300,P200290,946,"34,89,507.02",INR,E100470,Approved,2025-05-28 12:35:24,2025-08-19 18:49:36,Legacy ERP,BATCH_20260313_001,
T400338,2025-02-01,E100702,P200385,497,"10,77,465.76",INR,E100467,Approved,2025-12-26 17:08:20,2026-01-04 19:54:57,CRM,BATCH_20260313_001,Manual upload
T400339,2025-10-01,E100534,P200506,109,"2,97,840.10",INR,E100167,Pending,2025-02-20 10:51:58,2026-01-01 17:07:23,SFA App,BATCH_20260313_002,
T400340,2026-03-01,E100035,P200178,846,"7,08,455.98",INR,E100627,Approved,2025-04-12 13:08:51,2026-01-31 16:55:18,Legacy ERP,BATCH_20260313_001,Manual upload
T400341,2026-01-01,E100693,P200188,1158,"10,32,357.82",INR,E100103,Pending,2025-05-01 22:08:03,2025-01-23 08:15:11,SAP,BATCH_20260313_003,
T400342,01/09/2025,E100557,P200161,1610,"47,52,432.31",INR,E100431,Approved,2025-12-14 21:29:32,2025-04-16 00:12:06,SFA App,BATCH_20260313_001,Carry forward
T400343,2025-10-01,E100053,P200630,492,"19,43,371.79",INR,E100703,Approved,2025-12-16 08:33:07,2025-06-05 23:41:06,SFA App,BATCH_20260313_002,
T400344,2026/02/01,E100573,P200298,718,"2,74,144.99",INR,E100641,Approved,2025-04-29 07:50:32,2025-06-22 02:58:36,Legacy ERP,BATCH_20260313_001,Carry forward
T400345,2025-05-01,E100415,P200553,1593,"49,39,247.79",INR,E100715,Approved,2026-02-23 03:03:53,2025-08-25 11:55:11,SFA App,BATCH_20260313_003,Manual upload
T400346,2026-02-01,E100170,P200143,745,"16,15,813.07",INR,E100180,Approved,2025-03-08 22:51:07,2025-12-05 05:56:48,CRM,BATCH_20260313_002,Revised
T400347,2026-03-01,E100384,P200276,634,"19,49,122.50",INR,E100013,Approved,2024-11-07 14:36:20,2025-10-07 04:21:16,SFA App,BATCH_20260313_002,Manual upload
T400348,2025-10-01,E100154,P200244,818,,INR,E100458,Approved,2024-12-12 13:12:34,2025-01-03 12:27:11,SFA App,BATCH_20260313_002,Carry forward
T400349,2025-12-01,E100014,P200624,1234,"46,58,761.91",INR,E100141,Approved,2025-11-06 03:31:24,2025-05-21 17:00:13,SFA App,BATCH_20260313_001,Carry forward
T400350,01 Jan 2026,E100654,P200275,778,"11,06,614.78",INR,E100631,Approved,2025-04-20 00:42:53,2025-06-16 23:33:17,Legacy ERP,BATCH_20260313_001,Carry forward
T400351,2026-01-01,E100588,P200184,309,,INR,E100138,Approved,2025-08-31 07:22:57,2025-02-02 02:42:31,Legacy ERP,BATCH_20260313_003,Manual upload
T400352,2025-10-01,E100196,P200426,546,"22,77,480.84",INR,E100035,Approved,2025-10-05 08:14:21,2025-12-10 22:06:31,Legacy ERP,BATCH_20260313_003,Revised
T400353,2025-03-01,E100084,P200449,914,"38,27,264.22",INR,E100337,Approved,2026-02-17 20:04:48,2025-05-09 14:43:37,SFA App,BATCH_20260313_001,Revised
T400354,2025-01-01,E100434,P200344,1130,"27,64,642.36",INR,E100521,Approved,2025-02-08 15:37:38,2025-12-08 15:34:59,SAP,BATCH_20260313_002,Manual upload
T400355,2025/01/01,E100531,P200651,1327,"24,79,638.12",INR,E100523,Approved,2025-03-27 20:19:45,2025-09-01 06:50:11,SAP,BATCH_20260313_002,Manual upload
T400356,2025-05-01,E100525,P200331,701,"14,85,621.24",INR,E100409,Approved,2025-11-30 20:50:21,2026-01-13 10:35:46,CRM,BATCH_20260313_002,Carry forward
T400357,01/01/2026,E100427,P200291,1522,"16,80,071.63",INR,E100074,Approved,2025-04-14 13:23:09,2025-08-31 14:03:58,SAP,BATCH_20260313_003,Carry forward
T400358,2025-07-01,E100395,P200166,871,"34,87,343.73",INR,E100379,Approved,2025-12-19 18:09:01,2025-01-24 17:20:16,SFA App,BATCH_20260313_001,
T400359,01 Mar 2026,E100435,P200285,1510,"63,02,594.65",INR,E100208,Pending,2025-03-03 15:21:21,2025-12-22 17:13:32,CRM,BATCH_20260313_003,Revised
T400360,2025-02-01,E100235,P200670,589,"15,60,840.02",INR,E100335,Pending,2025-10-18 05:32:51,2025-11-19 05:47:00,SFA App,BATCH_20260313_002,Manual upload
T400361,2025-05-01,E100332,P200213,1073,,INR,E100022,Approved,2026-01-07 17:59:05,2025-01-01 01:01:13,CRM,BATCH_20260313_003,Manual upload
T400362,01 Feb 2026,E100411,P200420,234,"5,01,205.65",INR,E100265,Approved,2025-09-16 22:37:57,2025-02-05 12:09:31,SFA App,BATCH_20260313_002,Carry forward
T400363,2026-02-01,E100004,P200152,1549,"42,92,896.69",INR,E100089,Approved,2025-12-22 18:07:23,2025-04-14 11:12:29,Legacy ERP,BATCH_20260313_003,Revised
T400364,2025-10-01,E100496,P200075,1000,"39,00,229.55",INR,E100298,Approved,2025-11-21 06:13:33,2025-01-13 03:52:42,SAP,BATCH_20260313_002,
T400365,2025-08-01,E100120,P200450,1595,"65,98,578.22",INR,E100306,Rejected,2026-02-10 12:16:36,2025-03-01 15:47:20,SAP,BATCH_20260313_002,Revised
T400366,2025-04-01,E100099,P200136,505,"2,97,749.02",INR,E100514,Approved,2024-12-23 15:18:04,2025-11-23 00:53:48,CRM,BATCH_20260313_002,Carry forward
T400367,2025-02-01,E100109,P200306,827,"10,90,375.24",INR,E100706,Approved,2025-02-04 06:39:45,2025-08-21 21:55:56,CRM,BATCH_20260313_003,Revised
T400368,2025-07-01,E100459,P200542,115,"90,203.90",INR,E100426,Approved,2025-05-04 11:58:22,2025-12-02 21:01:04,CRM,BATCH_20260313_001,
T400369,2025-12-01,E100271,P200607,1257,"20,34,113.30",INR,E100377,Approved,2024-11-04 02:49:36,2025-07-18 11:17:36,SFA App,BATCH_20260313_001,Carry forward
T400370,2025-05-01,E100643,P200297,788,"24,24,395.59",INR,E100074,Approved,2024-11-20 20:48:13,2025-09-16 17:42:30,SAP,BATCH_20260313_003,Manual upload
T400371,02/01/2026,E100076,P200253,1577,"45,53,472.33",INR,E100103,Approved,2024-11-04 01:18:26,2025-10-05 15:38:30,Legacy ERP,BATCH_20260313_001,
T400372,2025-09-01,E100042,P200062,632,"15,90,391.08",INR,E100342,Approved,2026-02-25 22:33:24,2026-02-21 04:11:10,SAP,BATCH_20260313_003,Carry forward
T400373,01/01/2026,E100275,P200291,243,"5,13,494.87",INR,E100149,Approved,2025-10-24 20:26:48,2025-10-21 01:29:00,SFA App,BATCH_20260313_002,Manual upload
T400374,2025-06-01,E100147,P200247,1603,"38,44,176.53",INR,E100579,Approved,2025-08-22 21:56:42,2025-06-20 02:29:56,Legacy ERP,BATCH_20260313_003,Revised
T400375,2025-08-01,E100057,P200312,1039,,INR,E100461,Approved,2025-06-25 07:56:10,2025-07-05 10:13:34,CRM,BATCH_20260313_002,Carry forward
T400376,2025-04-01,E100224,P200572,369,"11,65,914.32",INR,E100348,Approved,2026-01-21 06:19:33,2025-04-18 14:15:57,CRM,BATCH_20260313_001,
T400377,2026-03-01,E100075,P200267,891,"10,81,870.43",INR,E100257,Approved,2025-12-12 19:20:47,2025-06-01 02:34:20,CRM,BATCH_20260313_001,Revised
T400378,2025-02-01,E100602,P200507,1780,,INR,E100279,Approved,2024-11-19 11:48:02,2025-10-26 17:03:52,CRM,BATCH_20260313_002,
T400379,2026/02/01,E100684,P200594,887,"28,03,089.49",INR,E100416,Approved,2025-10-08 16:25:23,2025-06-17 16:42:19,CRM,BATCH_20260313_001,Carry forward
T400380,2025-08-01,E100192,P200476,849,"20,28,907.58",INR,E100303,Approved,2025-01-12 18:11:31,2025-09-10 10:01:05,CRM,BATCH_20260313_001,Carry forward
T400381,2026-02-01,E100135,P200418,953,"13,91,035.22",INR,E100179,Approved,2025-05-17 01:39:57,2025-07-01 05:12:32,SAP,BATCH_20260313_002,Manual upload
T400382,2025-03-01,E100079,P200295,1579,"2,78,165.58",INR,E100514,Approved,2025-02-21 03:11:16,2025-01-26 09:37:15,SFA App,BATCH_20260313_003,Revised
T400383,2026-01-01,E100387,P200151,519,"23,23,286.03",INR,E100226,Approved,2025-02-11 20:19:58,2025-09-05 14:41:27,CRM,BATCH_20260313_001,Manual upload
T400384,2025-06-01,E100330,P200550,1093,"7,77,571.00",INR,E100649,Approved,2026-01-13 19:37:04,2025-06-26 21:40:56,SFA App,BATCH_20260313_001,
T400385,2025-12-01,E100660,P200251,1056,"36,00,064.02",INR,E100277,Approved,2025-10-13 22:56:41,2025-06-09 20:55:08,CRM,BATCH_20260313_002,Manual upload
T400386,01/10/2025,E100422,P200118,93,"1,96,521.61",INR,E100358,Pending,2025-04-30 11:51:06,2025-01-23 15:59:19,SAP,BATCH_20260313_003,Manual upload
T400387,2026-03-01,E100625,P200391,263,"1,21,469.70",INR,E100075,Approved,2025-06-13 04:37:29,2025-01-05 02:46:11,SFA App,BATCH_20260313_003,Revised
T400388,2025-06-01,E100662,P200120,1603,"30,04,558.97",INR,E100051,Approved,2026-01-23 02:49:06,2025-07-26 19:49:30,SFA App,BATCH_20260313_003,
T400389,2025-04-01,E100354,P200273,733,"25,33,335.67",INR,E100521,Pending,2024-12-05 19:52:56,2025-06-02 22:28:05,SAP,BATCH_20260313_003,Revised
T400390,01 Mar 2025,E100687,P200254,1067,"34,16,249.54",INR,E100351,Pending,2025-05-07 19:53:08,2025-03-03 05:15:51,SAP,BATCH_20260313_001,Carry forward
T400391,01/10/2025,E100524,P200628,1612,"59,95,884.96",INR,E100212,Rejected,2026-01-23 02:28:08,2026-02-01 02:47:03,Legacy ERP,BATCH_20260313_002,Revised
T400392,2025-09-01,E100070,P200073,1467,,INR,E100070,Approved,2025-07-12 17:54:13,2025-06-29 00:43:20,Legacy ERP,BATCH_20260313_002,Carry forward
T400393,2025-02-01,E100639,P200195,1170,"6,44,888.25",INR,E100457,Approved,2026-02-20 18:37:31,2025-04-09 08:52:06,CRM,BATCH_20260313_002,
T400394,2025-12-01,E100353,P200285,62,"1,28,162.37",INR,E100114,Approved,2026-01-03 21:24:44,2025-03-08 20:37:17,CRM,BATCH_20260313_002,
T400395,2025-05-01,E100197,P200091,732,"29,85,472.31",INR,E100670,Approved,2025-06-28 04:49:01,2026-02-24 14:48:34,Legacy ERP,BATCH_20260313_003,Carry forward
T400396,01-05-2025,E100687,P200531,724,"17,72,174.16",INR,E100390,Approved,2025-01-06 03:35:03,2025-08-05 13:55:31,CRM,BATCH_20260313_002,Revised
T400397,2025-04-01,E100463,P200605,1588,"52,27,535.08",INR,E100127,Approved,2025-08-29 01:25:28,2025-09-08 09:41:09,SAP,BATCH_20260313_003,
T400398,2025-01-01,E100574,P200197,901,"9,02,797.64",INR,E100107,Approved,2025-10-10 16:16:10,2025-06-19 14:56:46,Legacy ERP,BATCH_20260313_002,Revised
T400399,2025-04-01,E100237,P200472,741,"7,49,542.29",INR,E100321,Rejected,2025-06-03 16:39:32,2026-03-06 20:41:47,CRM,BATCH_20260313_001,Revised
T400400,2025-06-01,E100343,P200227,103,"92,118.78",INR,E100671,Approved,2025-08-24 00:12:14,2025-09-23 08:31:55,SAP,BATCH_20260313_001,Manual upload
T400401,2025-09-01,E100010,P200348,1061,"42,10,722.37",INR,E100189,Approved,2026-01-09 21:56:40,2025-12-08 05:46:58,SAP,BATCH_20260313_001,Carry forward
T400402,2025-03-01,E100013,P200650,489,"14,69,367.99",INR,E100195,Approved,2025-12-29 17:30:40,2025-04-18 17:19:23,CRM,BATCH_20260313_002,
T400403,2025-02-01,E100057,P200129,692,"20,84,198.45",INR,E100428,Approved,2025-09-24 06:26:55,2025-06-23 16:24:46,Legacy ERP,BATCH_20260313_003,
T400404,2025-08-01,E100625,P200591,1160,"36,54,823.16",INR,E100731,Approved,2025-04-08 09:51:20,2026-01-07 10:15:44,CRM,BATCH_20260313_003,Manual upload
T400405,2025-04-01,E100513,P200510,1056,"40,68,020.76",INR,E100217,Approved,2025-09-28 17:33:42,2025-07-21 03:25:26,SFA App,BATCH_20260313_001,Revised
T400406,2026-01-01,E100309,P200190,1098,"40,21,142.15",INR,E100117,Approved,2025-01-28 09:38:50,2025-08-26 14:00:48,Legacy ERP,BATCH_20260313_003,Carry forward
T400407,2025-02-01,E100687,P200588,194,,INR,E100441,Approved,2025-03-19 15:25:22,2025-02-18 05:59:27,SFA App,BATCH_20260313_003,Carry forward
T400408,2025-08-01,E100616,P200018,780,"28,32,227.77",INR,E100377,Approved,2025-12-26 18:13:14,2025-06-04 21:38:20,SFA App,BATCH_20260313_002,
T400409,2025-03-01,E100345,P200545,367,"11,72,892.62",INR,E100309,Approved,2024-11-19 10:36:27,2025-08-18 13:47:52,Legacy ERP,BATCH_20260313_003,Manual upload
T400410,2025-05-01,E100087,P200172,1206,"49,75,779.99",INR,E100267,Approved,2025-05-15 15:51:37,2026-03-08 12:37:46,CRM,BATCH_20260313_003,Revised
T400411,2025-03-01,E100383,P200496,1786,"49,98,777.51",INR,E100488,Pending,2025-11-21 10:40:41,2025-12-03 05:39:03,CRM,BATCH_20260313_001,
T400412,2025-12-01,E100723,P200401,1400,"32,96,853.45",INR,E100462,Approved,2025-06-12 16:58:28,2025-04-13 04:00:29,SAP,BATCH_20260313_003,
T400413,2025/10/01,E100101,P200414,568,"6,75,633.25",INR,E100622,Approved,2025-10-09 02:32:45,2026-01-26 14:43:03,SAP,BATCH_20260313_002,Revised
T400414,2025-09-01,E100742,P200586,,"30,32,182.99",INR,E100081,Approved,2025-08-26 18:37:19,2026-01-03 22:38:34,Legacy ERP,BATCH_20260313_003,
T400415,2025-05-01,E100127,P200493,395,"7,13,332.48",INR,E100030,Approved,2024-12-12 05:53:10,2025-09-26 21:21:54,CRM,BATCH_20260313_003,Manual upload
T400416,2025-02-01,E100031,P200574,151,"5,08,166.14",INR,E100091,Approved,2024-12-30 01:01:19,2025-11-27 18:59:11,Legacy ERP,BATCH_20260313_002,
T400417,2025-09-01,E100125,P200155,1333,"22,20,460.24",INR,E100660,Approved,2025-01-31 12:49:55,2025-04-27 03:41:21,SAP,BATCH_20260313_003,
T400418,01 Jul 2025,E100009,P200567,945,"19,23,289.46",INR,E100370,Pending,2025-06-18 19:01:13,2025-06-14 08:42:02,SFA App,BATCH_20260313_002,Revised
T400419,2025-03-01,E100673,P200541,505,"19,42,734.04",INR,E100518,Pending,2025-05-23 19:42:05,2025-10-03 22:51:26,Legacy ERP,BATCH_20260313_003,Carry forward
T400420,2025-02-01,E100079,P200180,354,"4,00,495.34",INR,E100663,Approved,2025-07-14 01:45:25,2025-03-16 14:09:14,Legacy ERP,BATCH_20260313_001,Manual upload
T400421,2025-07-01,E100279,P200215,232,"1,32,266.29",INR,E100550,Approved,2025-10-29 10:30:06,2026-03-09 13:10:53,Legacy ERP,BATCH_20260313_002,Carry forward
T400422,01/08/2025,E100312,P200516,141,"4,71,500.96",INR,E100387,Approved,2025-03-24 16:15:51,2026-02-10 16:55:57,Legacy ERP,BATCH_20260313_002,
T400423,2026-01-01,E100127,P200446,915,"21,07,734.99",INR,E100454,Approved,2025-04-20 07:46:08,2025-06-07 19:28:49,Legacy ERP,BATCH_20260313_001,Revised
T400424,2025-11-01,E100044,P200233,850,"35,70,090.60",INR,E100390,Approved,2025-03-07 17:59:59,2025-12-19 23:25:07,Legacy ERP,BATCH_20260313_003,Manual upload
T400425,01/03/2025,E100662,P200293,1769,"75,40,964.29",INR,E100541,Approved,2025-02-20 14:05:29,2025-02-07 17:27:20,SAP,BATCH_20260313_002,Carry forward
T400426,2025-12-01,E100415,P200120,350,"88,812.84",INR,E100328,Approved,2025-02-22 22:24:47,2026-01-21 06:25:12,SAP,BATCH_20260313_001,Revised
T400427,03/01/2026,E100680,P200144,410,"4,14,818.56",INR,E100060,Approved,2025-09-01 23:36:35,2026-02-22 05:57:01,Legacy ERP,BATCH_20260313_003,Manual upload
T400428,2025-08-01,E100580,P200221,1530,"4,33,151.81",INR,E100462,Pending,2025-08-19 23:13:47,2025-09-11 20:30:45,Legacy ERP,BATCH_20260313_003,
T400429,2025-10-01,E100084,P200184,315,"8,46,177.93",INR,E100025,Approved,2025-02-16 14:00:47,2025-05-27 10:56:30,Legacy ERP,BATCH_20260313_003,
T400430,2026-03-01,E100682,P200566,709,"2,11,401.56",INR,E100658,Approved,2024-12-12 07:38:09,2025-10-03 04:12:55,SFA App,BATCH_20260313_003,Manual upload
T400431,2025-04-01,E100322,P200639,1168,"44,30,883.14",INR,E100565,Approved,2024-11-10 22:43:13,2025-05-08 17:12:53,CRM,BATCH_20260313_002,Manual upload
T400432,01/02/2025,E100206,P200415,662,"21,57,997.59",INR,E100298,Pending,2026-01-30 13:05:57,2025-12-09 23:20:34,SAP,BATCH_20260313_003,
T400433,2025-01-01,E100665,,865,"27,43,434.19",INR,E100596,Approved,2026-02-20 07:04:47,2025-11-14 15:47:32,Legacy ERP,BATCH_20260313_003,Revised
T400434,2025-03-01,E100664,P200666,135,"49,139.13",INR,E100534,Approved,2026-02-14 00:30:10,2025-04-28 04:46:51,CRM,BATCH_20260313_003,Manual upload
T400435,09/01/2025,E100310,P200451,535,,INR,E100552,Approved,2025-11-25 08:16:09,2025-06-23 07:31:18,CRM,BATCH_20260313_002,Carry forward
T400436,2025-09-01,E100096,P200508,729,"18,27,077.03",INR,E100601,Approved,2025-10-10 20:12:05,2025-01-29 19:04:23,SFA App,BATCH_20260313_001,
T400437,2025-11-01,E100011,P200300,541,"18,10,265.28",INR,E100248,Rejected,2026-02-04 02:01:42,2026-01-18 04:54:19,CRM,BATCH_20260313_002,
T400438,01/11/2025,E100332,P200622,848,"8,30,026.36",INR,E100577,Approved,2026-02-02 02:35:29,2026-02-11 14:50:27,SFA App,BATCH_20260313_001,Manual upload
T400439,2025-09-01,E100440,P200649,946,"30,10,620.03",INR,E100021,Approved,2025-11-29 18:31:23,2026-02-11 22:34:40,SAP,BATCH_20260313_001,
T400440,2025-02-01,E100710,P200317,146,"4,77,860.61",INR,E100611,Approved,2025-02-17 01:24:22,2025-02-19 03:30:26,CRM,BATCH_20260313_002,
T400441,2026-03-01,E100330,P200156,1676,"62,90,910.53",INR,E100429,Pending,2025-12-27 11:17:26,2025-10-16 00:23:53,SAP,BATCH_20260313_003,Carry forward
T400442,2025-10-01,E100663,P200660,1566,"24,38,678.95",INR,E100268,Approved,2024-11-26 09:30:13,2026-03-06 00:56:33,SFA App,BATCH_20260313_003,Manual upload
T400443,2025-07-01,E100342,P200130,509,"4,03,078.23",INR,E100120,Approved,2025-10-14 06:20:35,2025-11-30 01:55:11,SAP,BATCH_20260313_001,Revised
T400444,2025-01-01,E100495,P200489,107,"75,696.38",INR,E100341,Approved,2026-01-15 00:27:11,2025-08-28 09:42:05,Legacy ERP,BATCH_20260313_002,
T400445,2025-04-01,E100524,P200544,392,"9,10,693.79",INR,E100104,Approved,2025-04-24 08:14:51,2026-01-01 09:37:58,SAP,BATCH_20260313_003,Revised
T400446,2025-11-01,E100317,P200355,695,"14,45,974.21",INR,E100241,Approved,2025-02-27 01:17:52,2025-01-09 06:57:56,SAP,BATCH_20260313_003,Carry forward
T400447,2025-09-01,E100564,P200084,292,"4,88,405.00",INR,E100444,Approved,2025-01-17 11:53:34,2025-12-06 01:46:47,Legacy ERP,BATCH_20260313_003,
T400448,2026-02-01,E100587,P200671,1619,"19,29,040.83",INR,E100070,Approved,2026-01-02 19:55:13,2025-12-23 16:24:47,Legacy ERP,BATCH_20260313_002,Manual upload
T400449,01-02-2026,E100568,P200350,,"4,77,531.32",INR,E100386,Approved,2025-10-28 09:48:31,2026-02-23 21:43:36,CRM,BATCH_20260313_002,Carry forward
T400450,2026-02-01,E100068,P200218,427,"18,37,705.79",INR,E100196,Approved,2026-01-24 19:06:16,2025-08-11 03:40:10,SAP,BATCH_20260313_001,Carry forward
T400451,2025-10-01,E100042,P200465,,"45,50,457.88",INR,E100079,Approved,2025-09-30 13:40:03,2025-02-21 23:01:35,CRM,BATCH_20260313_001,Manual upload
T400452,2026-02-01,E100250,P200317,1292,"42,50,613.91",INR,E100229,Approved,2025-03-04 19:50:29,2025-06-14 06:06:31,Legacy ERP,BATCH_20260313_001,Manual upload
T400453,2026-03-01,E100104,P200190,1403,"10,95,530.14",INR,E100050,Approved,2025-04-10 18:12:31,2026-03-06 22:21:54,SAP,BATCH_20260313_003,Revised
T400454,2025-11-01,E100354,P200040,142,"1,27,499.58",INR,E100692,Approved,2025-07-10 11:41:31,2025-12-27 16:46:16,CRM,BATCH_20260313_001,Carry forward
T400455,2025-09-01,E100085,P200644,1429,"3,54,575.69",INR,E100115,Approved,2025-08-27 04:55:34,2025-12-30 16:19:04,SFA App,BATCH_20260313_003,Revised
T400456,2026-03-01,E100731,P200286,634,"14,27,218.82",INR,E100641,Approved,2025-12-08 23:54:12,2025-11-13 21:54:52,CRM,BATCH_20260313_001,Carry forward
T400457,2026-02-01,E100380,P200083,,"28,73,643.82",INR,E100366,Pending,2025-02-05 23:47:14,2025-01-06 09:14:16,Legacy ERP,BATCH_20260313_003,
T400458,2025-09-01,E100373,P200581,1097,"41,10,979.52",INR,E100228,Approved,2025-07-11 06:07:16,2025-11-19 00:09:38,SAP,BATCH_20260313_001,
T400459,2025/02/01,E100053,P200559,1669,"52,02,118.30",INR,E100309,Approved,2025-04-26 11:36:29,2025-10-03 13:10:04,SFA App,BATCH_20260313_001,Carry forward
T400460,2025-12-01,E100522,P200313,1557,"66,25,495.02",INR,E100270,Pending,2025-09-21 15:21:57,2025-07-01 00:50:32,CRM,BATCH_20260313_001,Revised
T400461,2025-09-01,E100544,P200651,1193,"6,09,411.01",INR,E100089,Approved,2025-04-17 21:32:34,2026-01-31 00:31:14,CRM,BATCH_20260313_002,
T400462,04/01/2025,E100317,P200390,764,"12,20,157.75",INR,E100427,Approved,2026-02-10 20:45:58,2026-02-02 17:28:11,SAP,BATCH_20260313_001,Revised
T400463,2025-04-01,E100207,P200538,1615,"12,34,997.96",INR,E100145,Approved,2025-10-22 09:01:10,2025-07-14 11:21:35,Legacy ERP,BATCH_20260313_003,Revised
T400464,2025-09-01,E100271,P200376,153,,INR,E100103,Approved,2025-09-28 08:46:34,2026-01-09 00:52:20,SAP,BATCH_20260313_002,Revised
T400465,2025-09-01,E100680,P200529,1504,"12,89,160.59",INR,E100596,Approved,2025-08-21 08:42:17,2025-09-12 02:34:55,SAP,BATCH_20260313_003,Revised
T400466,2026-01-01,E100149,P200304,128,"2,40,186.43",INR,E100099,Approved,2025-04-29 08:28:12,2026-02-12 23:15:30,SAP,BATCH_20260313_001,Carry forward
T400467,2026-01-01,E100332,P200356,1733,"58,84,445.14",INR,E100274,Approved,2026-01-24 20:22:29,2025-08-21 21:07:35,SAP,BATCH_20260313_003,Manual upload
T400468,2025-03-01,E100260,P200579,344,"11,70,194.12",INR,E100443,Approved,2025-01-09 17:40:23,2025-12-26 03:40:16,SAP,BATCH_20260313_003,
T400469,2026-01-01,E100528,P200185,967,"12,66,015.82",INR,E100599,Approved,2025-09-06 04:23:01,2025-09-07 13:55:12,CRM,BATCH_20260313_002,Revised
T400470,2026-02-01,E100428,P200296,1635,"15,84,821.92",INR,E100102,Approved,2025-03-05 01:31:03,2025-11-29 01:38:21,CRM,BATCH_20260313_001,Carry forward
T400471,2026-03-01,E100177,P200553,853,"8,86,216.11",INR,E100709,Approved,2025-07-13 09:30:16,2025-12-16 09:38:12,SFA App,BATCH_20260313_002,Manual upload
T400472,2025-03-01,E100236,P200334,253,"4,67,598.44",INR,E100523,Approved,2025-12-18 08:49:00,2025-11-13 06:48:53,CRM,BATCH_20260313_002,Manual upload
T400473,01-01-2026,E100289,P200487,1666,"45,47,316.12",INR,E100347,Pending,2025-01-23 03:47:20,2025-05-30 04:45:51,SFA App,BATCH_20260313_001,Manual upload
T400474,2025-09-01,E100469,P200084,1153,"31,65,987.90",INR,E100493,Approved,2025-02-15 13:04:37,2025-02-17 13:24:28,CRM,BATCH_20260313_001,Revised
T400475,2025-08-01,E100125,P200659,1379,"48,00,912.47",INR,E100070,Approved,2025-07-08 15:47:11,2025-01-13 08:21:14,CRM,BATCH_20260313_002,Manual upload
