product_id,product_code,product_name,generic_name,division,therapeutic_area,dosage_form,strength,pack_size,mrp,launch_date,manufacturing_site,is_cold_chain,tax_percent,status,created_at,updated_at,source_system,batch_id,ad_hoc_attribute
P200218,PRD5218,GlucoFree Forte,Gabapentin,Diabetes,Endocrinology,Suspension,250 mg,5 vials,"8,600.99",2016-07-05,Vizag,Y,5,Active,2024-05-16 11:00:44,2025-11-04 09:28:26,Legacy ERP,BATCH_20260313_003,
P200219,PRD5219,GlucoFree MR,Clobetasol,Diabetes,Endocrinology,Injection,250 mg,100 ml,124.07,2019-07-21,Pune,Y,12,Active,2024-01-30 19:34:39,2025-12-28 02:57:12,SFA App,BATCH_20260313_001,Promo Pack
P200220,PRD5220,NeuroCalm DS,Metformin,Neuro,Neurology,Inhaler,500 mg,100 ml,592.14,2016-09-24,Hyderabad,N,5,Active,2023-05-25 00:41:12,2025-06-12 12:20:39,Legacy ERP,BATCH_20260313_001,Imported
P200221,PRD5221,OncoRelief DS,Pantoprazole,Oncology,Oncology,Injection,5 mg,100 ml,"9,227.79",2015-06-05,Hyderabad,Y,18,Active,2024-04-19 17:24:05,2025-10-19 08:05:53,SAP,BATCH_20260313_003,Imported
P200222,PRD5222,PulmoAir Plus,Gabapentin,Respiratory,Pulmonology,Capsule,100 mg,100 ml,"6,231.23",2023-12-07,Ahmedabad,N,18,Active,2024-01-20 08:26:12,2025-04-14 09:43:33,CRM,BATCH_20260313_001,Promo Pack
P200223,PRD5223,PulmoAir Plus,Gabapentin,Respiratory,Pulmonology,Inhaler,50 mg,,"4,306.82",2021-10-25,Pune,Y,12,Active,2023-12-28 12:39:08,2025-10-11 10:21:01,SFA App,BATCH_20260313_002,Legacy SKU
P200224,PRD5224,DermaSoft Plus,Pembrolizumab,Dermatology,Dermatology,Suspension,500 mg,5 vials,"6,257.46",2022-12-15,Goa,N,18,Active,2025-09-09 20:55:00,2025-05-08 18:27:51,SFA App,BATCH_20260313_002,Promo Pack
P200225,PRD5225,PulmoAir Plus,Atorvastatin,Respiratory,Pulmonology,Syrup,20 mg,60 ml,"7,914.18",2020-07-19,Baddi,Y,18,Active,2024-11-27 08:08:35,2025-09-18 14:13:59,Legacy ERP,BATCH_20260313_002,Imported
P200226,PRD5226,GastroEase MR,Gabapentin,Gastro,Gastroenterology,Injection,250 mg,,"6,916.31",2019-09-23,Vizag,Y,12,Active,2023-06-24 08:39:28,2025-02-12 02:01:48,CRM,BATCH_20260313_003,Promo Pack
P200227,PRD5227,InfecCure OD,Pantoprazole,Anti-Infective,Infectious Disease,Injection,5 mg,1x30,45.51,2020-10-10,Goa,N,5,Active,2025-02-26 15:42:18,2025-05-14 18:56:46,CRM,BATCH_20260313_001,Promo Pack
P200228,PRD5228,PulmoAir,Clobetasol,Respiratory,Pulmonology,Tablet,20 mg,60 ml,"9,773.45",2019-10-04,Baddi,N,12,Active,2024-04-14 15:21:19,2025-01-24 04:52:45,Legacy ERP,BATCH_20260313_001,Imported
P200229,PRD5229,GastroEase,Clobetasol,Gastro,Gastroenterology,Suspension,5 mg,10 ml,"2,993.00",17-01-2022,Pune,Y,18,Discontinued,2024-10-24 22:31:27,2026-01-17 05:48:24,Legacy ERP,BATCH_20260313_003,
P200230,PRD5230,GastroEase DS,Budesonide,Gastro,Gastroenterology,Suspension,500 mg,5 vials,"8,471.92",2021-08-08,Vizag,N,5,Active,2024-12-19 07:01:46,2026-03-07 02:01:49,SAP,BATCH_20260313_001,Special Tender
P200231,PRD5231,GastroEase Plus,Atorvastatin,Gastro,Gastroenterology,Suspension,100 mg,1x30,"9,072.08",2023-09-10,Hyderabad,N,12,Active,2025-02-09 15:03:57,2025-04-21 12:20:26,CRM,BATCH_20260313_001,Legacy SKU
P200232,PRD5232,GastroEase Forte,Gabapentin,Gastro,Gastroenterology,Injection,10 mg,1x30,"5,905.93",2025-04-02,Vizag,Y,5,Active,2023-05-28 21:09:12,2025-04-24 11:28:43,SFA App,BATCH_20260313_001,Special Tender
P200233,PRD5233,CardioZen Plus,Clobetasol,Cardio,Cardiology,Injection,50 mg,1x15,"4,241.61",2020-01-06,Hyderabad,N,5,Discontinued,2025-06-29 17:20:44,2025-01-22 16:39:57,SFA App,BATCH_20260313_002,Promo Pack
P200234,PRD5234,InfecCure Forte,Gabapentin,Anti-Infective,Infectious Disease,Inhaler,500 mg,5 vials,"2,841.97",2023-10-03,Pune,Y,18,Active,2024-01-25 14:47:29,2026-02-08 08:56:52,SAP,BATCH_20260313_001,Special Tender
P200235,PRD5235,GastroEase MR,Gabapentin,Gastro,Gastroenterology,Suspension,50 mg,10 ml,"9,441.11",2020-08-29,Ahmedabad,N,5,Active,2025-06-30 11:12:19,2025-02-15 02:20:48,SFA App,BATCH_20260313_001,Legacy SKU
P200236,PRD5236,CardioZen Plus,Atorvastatin,Cardio,Cardiology,Ointment,100 mg,60 ml,"7,285.75",2010-09-22,Pune,N,12,Active,2023-11-04 07:47:18,2026-01-05 08:21:15,Legacy ERP,BATCH_20260313_003,Special Tender
P200237,PRD5237,DermaSoft DS,Pembrolizumab,Dermatology,Dermatology,Injection,10 mg,1x30,357.70,2014-06-29,Vizag,Y,5,Active,2023-03-01 18:47:05,2025-02-05 01:47:15,Legacy ERP,BATCH_20260313_003,Promo Pack
P200238,PRD5238,GastroEase MR,Pantoprazole,Gastro,Gastroenterology,Suspension,5 mg,1x10,832.83,2025-06-18,Vizag,N,18,Active,2025-07-06 08:25:27,2025-02-09 09:46:19,SFA App,BATCH_20260313_002,Special Tender
P200239,PRD5239,GlucoFree,Atorvastatin,Diabetes,Endocrinology,Syrup,100 mg,100 ml,"7,232.83",2019-02-28,Vizag,N,18,Discontinued,2023-02-02 23:23:45,2025-03-10 11:25:21,Legacy ERP,BATCH_20260313_001,Imported
P200240,PRD5240,GlucoFree DS,Budesonide,Diabetes,Endocrinology,Tablet,20 mg,100 ml,"5,675.54",2025-09-24,Ahmedabad,N,5,Active,2025-09-12 21:15:39,2025-10-01 13:11:58,CRM,BATCH_20260313_001,Promo Pack
P200241,PRD5241,CardioZen DS,Pantoprazole,Cardio,Cardiology,Tablet,20 mg,1x10,"3,060.32",2011-12-24,Hyderabad,Y,12,Active,2025-10-21 10:10:16,2025-08-22 09:55:19,CRM,BATCH_20260313_001,Legacy SKU
P200242,,dermasoft forte,Budesonide,Dermatology,Dermatology,Suspension,100 mg,1x30,"6,370.59",2012-04-24,Baddi,N,12,Active,2025-10-14 15:19:06,2025-04-15 02:13:58,Legacy ERP,BATCH_20260313_001,Imported
P200243,PRD5243,PulmoAir Forte,Gabapentin,Respiratory,Pulmonology,Injection,5 mg,1x15,"5,285.89",13-07-2021,Goa,N,18,Active,2023-09-01 15:35:38,2025-06-17 10:56:39,SAP,BATCH_20260313_003,Imported
P200244,PRD5244,NeuroCalm Plus,Pantoprazole,Neuro,Neurology,Syrup,250 mg,100 ml,"5,132.12",2013-10-31,Baddi,N,12,Active,2023-12-31 06:34:13,2025-02-19 18:14:19,SAP,BATCH_20260313_003,
P200245,PRD5245,CardioZen Plus,Budesonide,Cardio,Cardiology,Syrup,10 mg,60 ml,"5,993.70",2015-10-17,Pune,Y,5,Active,2025-01-27 18:29:47,2026-03-07 07:48:54,SAP,BATCH_20260313_003,
P200246,PRD5246,OncoRelief Forte,Budesonide,Oncology,Oncology,Syrup,5 mg,60 ml,899.56,2013-06-21,Baddi,Y,5,Active,2024-12-30 11:12:54,2025-01-28 02:20:14,SAP,BATCH_20260313_001,
P200247,PRD5247,NeuroCalm OD,Metformin,Neuro,Neurology,Tablet,20 mg,1x10,"8,751.83",2019-11-22,Goa,N,18,Active,2024-10-16 14:26:47,2026-03-06 22:27:15,Legacy ERP,BATCH_20260313_002,Promo Pack
P200248,PRD5248,GlucoFree,Metformin,Diabetes,Endocrinology,Capsule,500 mg,60 ml,"6,064.04",2014-02-14,Pune,N,5,Active,2024-09-20 21:05:59,2025-11-13 23:51:06,SAP,BATCH_20260313_002,
P200249,PRD5249,GastroEase,Atorvastatin,Gastro,Gastroenterology,Suspension,250 mg,10 ml,"8,377.51",unknown,Vizag,Y,5,Active,2023-10-02 23:07:25,2025-10-02 04:26:52,CRM,BATCH_20260313_001,
P200250,PRD5250,InfecCure OD,Pantoprazole,Anti-Infective,Infectious Disease,Suspension,20 mg,100 ml,"7,684.04",2013-10-28,Baddi,Y,18,Active,2023-06-26 23:00:00,2025-06-26 18:14:08,Legacy ERP,BATCH_20260313_002,Legacy SKU
P200251,PRD5251,OncoRelief OD,Pembrolizumab,Oncology,Oncology,Capsule,100 mg,,"9,459.40",2011-02-07,Pune,N,18,Active,2023-09-21 08:51:12,2025-10-12 14:07:09,Legacy ERP,BATCH_20260313_001,Promo Pack
P200252,PRD5252,DermaSoft Plus,Atorvastatin,Dermatology,Dermatology,Inhaler,10 mg,100 ml,"9,002.14",2017-06-06,Ahmedabad,Y,12,Active,2023-02-28 05:50:59,2026-03-02 05:16:00,SFA App,BATCH_20260313_002,Promo Pack
P200253,PRD5253,InfecCure OD,Clobetasol,Anti-Infective,Infectious Disease,Tablet,20 mg,10 ml,273.40,2025-07-14,Vizag,N,12,Active,2024-06-15 06:02:06,2025-07-19 10:40:53,Legacy ERP,BATCH_20260313_002,Legacy SKU
P200254,PRD5254,PulmoAir OD,Azithromycin,Respiratory,Pulmonology,Inhaler,100 mg,60 ml,"3,453.17",2021-11-27,Goa,Y,5,Active,2023-04-18 13:41:08,2025-03-12 18:01:56,SAP,BATCH_20260313_001,Legacy SKU
P200255,PRD5255,GastroEase OD,Azithromycin,Gastro,Gastroenterology,Tablet,5 mg,1x30,"6,078.98",2023-03-20,Baddi,Y,12,Active,2024-06-09 16:37:51,2026-01-27 10:46:15,CRM,BATCH_20260313_003,Imported
P200256,PRD5256,NeuroCalm MR,Gabapentin,Neuro,Neurology,Injection,20 mg,1x10,"7,213.21",2025-12-14,Hyderabad,N,12,Active,2024-05-05 18:22:56,2025-02-17 23:26:30,CRM,BATCH_20260313_003,
P200257,PRD5257,DermaSoft DS,Azithromycin,Dermatology,Dermatology,Tablet,250 mg,1x15,"2,553.58",2024-09-30,Goa,N,18,Active,2025-04-27 10:24:44,2025-12-05 04:37:57,CRM,BATCH_20260313_002,Imported
P200258,PRD5258,OncoRelief MR,Atorvastatin,Oncology,Oncology,Suspension,500 mg,1x15,"5,211.67",09/11/2013,Hyderabad,Y,12,Discontinued,2025-11-19 10:27:34,2026-01-08 09:43:53,SFA App,BATCH_20260313_002,Special Tender
P200259,PRD5259,InfecCure MR,Budesonide,Anti-Infective,Infectious Disease,Injection,100 mg,1x10,"7,242.52",2018-12-15,Goa,N,12,Active,2024-04-18 11:40:12,2025-02-11 15:20:57,Legacy ERP,BATCH_20260313_003,Promo Pack
P200260,PRD5260,OncoRelief MR,Azithromycin,Oncology,Oncology,Syrup,100 mg,100 ml,"6,769.58",2020-12-16,Pune,N,18,Discontinued,2023-11-17 13:28:20,2026-01-25 03:53:47,SAP,BATCH_20260313_003,Imported
P200261,PRD5261,InfecCure Forte,Pantoprazole,Anti-Infective,Infectious Disease,Syrup,50 mg,1x30,750.39,2015-01-10,Vizag,N,12,Discontinued,2025-04-05 14:33:38,2025-08-07 07:59:46,SAP,BATCH_20260313_001,Imported
P200262,PRD5262,PULMOAIR MR,Pantoprazole,Respiratory,Pulmonology,Suspension,20 mg,100 ml,414.05,13-13-2024,Pune,N,18,Active,2023-12-20 08:09:08,2025-09-26 08:48:34,CRM,BATCH_20260313_002,Imported
P200263,PRD5263, OncoRelief OD  ,Pantoprazole,Oncology,Oncology,Inhaler,50 mg,10 ml,"9,407.97",2022-05-30,Goa,Y,12,Active,2024-02-22 06:58:19,2025-10-11 00:04:53,Legacy ERP,BATCH_20260313_001,Special Tender
P200264,PRD5264,PulmoAir MR,Azithromycin,Respiratory,Pulmonology,Tablet,20 mg,5 vials,"3,244.33",2018-12-14,Baddi,N,5,Active,2025-03-15 01:39:56,2025-08-12 15:54:17,SFA App,BATCH_20260313_003,Legacy SKU
P200265,PRD5265,InfecCure,Pantoprazole,Anti-Infective,Infectious Disease,Inhaler,10 mg,1x10,"2,975.84",2017-06-18,Baddi,Y,18,Active,2024-12-15 13:28:47,2025-11-17 21:09:51,Legacy ERP,BATCH_20260313_003,
P200266,PRD5266,OncoRelief Forte,Budesonide,Oncology,Oncology,Ointment,5 mg,1x30,237.28,2024-07-22,Pune,N,18,Active,2023-11-22 12:11:26,2025-05-14 06:38:23,SFA App,BATCH_20260313_002,Imported
P200267,PRD5267,NeuroCalm OD,Atorvastatin,Neuro,Neurology,Suspension,20 mg,100 ml,"3,411.98",2010-01-21,Goa,Y,18,Active,2025-07-23 15:23:23,2025-02-05 04:36:43,Legacy ERP,BATCH_20260313_002,
P200268,PRD5268,NeuroCalm DS,Metformin,Neuro,Neurology,Injection,100 mg,5 vials,"6,123.24",09 Aug 2017,Hyderabad,N,18,Active,2024-07-11 14:28:27,2025-06-29 12:49:20,SAP,BATCH_20260313_002,
P200269,PRD5269,DermaSoft,Budesonide,Dermatology,Dermatology,Inhaler,20 mg,1x30,"2,228.13",2023-09-29,Goa,N,18,Active,2024-11-19 13:51:36,2025-03-31 04:46:00,Legacy ERP,BATCH_20260313_003,
P200270,PRD5270,InfecCure DS,Clobetasol,Anti-Infective,Infectious Disease,Capsule,50 mg,100 ml,"4,592.69",2016-09-10,Vizag,Y,5,Active,2024-11-13 20:16:29,2025-08-21 07:49:18,Legacy ERP,BATCH_20260313_001,
P200271,PRD5271,NeuroCalm OD,Clobetasol,Neuro,Neurology,Injection,250 mg,60 ml,"3,347.00",2012-12-29,Hyderabad,N,12,Active,2025-09-26 09:06:25,2025-10-01 10:56:41,Legacy ERP,BATCH_20260313_002,Legacy SKU
P200272,PRD5272,DermaSoft DS,Clobetasol,Dermatology,Dermatology,Syrup,10 mg,1x15,"8,222.27",2022-01-12,Goa,N,12,Active,2024-09-09 15:23:59,2025-09-14 03:41:26,SFA App,BATCH_20260313_001,Legacy SKU
P200273,PRD5273,NeuroCalm Plus,Budesonide,Neuro,Neurology,Capsule,250 mg,100 ml,"6,469.25",2014-05-04,Pune,N,5,Active,2025-08-10 03:16:25,2026-02-18 18:28:40,SAP,BATCH_20260313_002,Special Tender
P200274,PRD5274,InfecCure,Metformin,Anti-Infective,Infectious Disease,Ointment,250 mg,5 vials,"3,176.15",2015-07-05,Baddi,Y,12,Discontinued,2025-02-02 22:49:25,2025-01-19 03:29:01,CRM,BATCH_20260313_003,Special Tender
P200275,,GlucoFree OD,Atorvastatin,Diabetes,Endocrinology,Inhaler,5 mg,1x10,"7,476.98",2017-10-21,Baddi,N,12,Active,2024-07-06 18:02:31,2025-10-06 13:44:38,CRM,BATCH_20260313_003,Promo Pack
P200276,PRD5276,DermaSoft OD,Clobetasol,Dermatology,Dermatology,Ointment,250 mg,1x10,"2,362.42",2025-10-13,Goa,N,12,Active,2024-05-26 11:12:50,2025-08-08 15:15:23,Legacy ERP,BATCH_20260313_003,Imported
P200277,PRD5277,GastroEase Plus,Budesonide,Gastro,Gastroenterology,Syrup,5 mg,10 ml,"9,526.81",2020-03-11,Pune,Y,5,Active,2023-06-02 08:12:03,2025-11-06 14:58:54,Legacy ERP,BATCH_20260313_001,Special Tender
P200278,PRD5278,NeuroCalm OD,Budesonide,Neuro,Neurology,Syrup,100 mg,1x15,"7,613.39",2019-02-02,Ahmedabad,Y,18,Active,2023-02-15 06:45:49,2025-12-08 00:42:03,SFA App,BATCH_20260313_003,Legacy SKU
P200279,PRD5279,DermaSoft OD,Pembrolizumab,Dermatology,Dermatology,Injection,500 mg,100 ml,"5,081.50",2018-03-08,Pune,Y,18,Active,2025-08-22 18:16:45,2026-02-03 02:09:56,SFA App,BATCH_20260313_002,Imported
P200280,PRD5280,GlucoFree DS,Budesonide,Diabetes,Endocrinology,Suspension,5 mg,5 vials,785.85,2025-01-28,Hyderabad,N,5,Active,2023-06-19 03:37:31,2026-02-09 20:34:36,CRM,BATCH_20260313_002,Imported
P200281,PRD5281,NeuroCalm Forte,Gabapentin,Neuro,Neurology,Injection,50 mg,5 vials,"6,909.15",2020-02-16,Vizag,N,12,Active,2023-06-06 03:33:06,2026-02-13 22:34:42,Legacy ERP,BATCH_20260313_001,Legacy SKU
P200282,PRD5282,GastroEase MR,Pembrolizumab,Gastro,Gastroenterology,Tablet,50 mg,1x15,"8,139.32",2010-05-30,Baddi,Y,12,Active,2025-05-28 16:19:49,2025-02-21 17:49:57,Legacy ERP,BATCH_20260313_002,
P200283,PRD5283,NEUROCALM DS,Gabapentin,Neuro,Neurology,Inhaler,50 mg,100 ml,"1,989.59",2013-09-20,Baddi,Y,5,Active,2023-12-13 17:13:58,2025-07-19 00:12:00,SFA App,BATCH_20260313_002,Promo Pack
P200284,PRD5284,INFEccure,Azithromycin,Anti-Infective,Infectious Disease,Injection,50 mg,1x10,"5,373.66",2022-11-08,Ahmedabad,Y,18,Active,2023-01-06 15:26:41,2025-09-05 22:53:04,SFA App,BATCH_20260313_001,
P200285,PRD5285,InfecCure Forte,Pantoprazole,Anti-Infective,Infectious Disease,Ointment,10 mg,1x10,"2,984.58",2022-03-28,Goa,Y,5,Active,2023-11-28 12:54:19,2025-12-02 10:50:25,Legacy ERP,BATCH_20260313_003,Special Tender
P200286,PRD5286,InfecCure MR,Atorvastatin,Anti-Infective,Infectious Disease,Syrup,20 mg,1x10,"6,758.35",2023-09-30,Vizag,Y,12,Active,2024-05-27 18:02:36,2026-01-04 22:48:31,SAP,BATCH_20260313_001,Promo Pack
P200287,PRD5287,OncoRelief,Azithromycin,Oncology,Oncology,Inhaler,20 mg,5 vials,"5,460.41",2012-07-26,Pune,Y,5,Active,2023-10-19 18:25:29,2025-01-06 14:17:11,SAP,BATCH_20260313_002,Legacy SKU
P200288,PRD5288,GlucoFree,Clobetasol,Diabetes,Endocrinology,Capsule,100 mg,1x15,78.80,05/12/2018,Goa,Y,18,Active,2025-07-21 11:50:17,2025-09-21 00:09:55,CRM,BATCH_20260313_001,Promo Pack
P200289,PRD5289,PulmoAir Forte,Metformin,Respiratory,Pulmonology,Tablet,500 mg,60 ml,"4,443.86",2014-04-23,Pune,Y,12,Active,2024-06-03 12:36:13,2026-01-31 22:45:22,SAP,BATCH_20260313_001,Legacy SKU
P200290,PRD5290,GlucoFree Plus,Budesonide,Diabetes,Endocrinology,Capsule,20 mg,1x10,"3,284.76",2013-05-18,Vizag,N,18,Active,2024-03-27 10:51:48,2025-11-05 14:06:31,SFA App,BATCH_20260313_001,Special Tender
P200291,PRD5291,CardioZen Forte,Atorvastatin,Cardio,Cardiology,Ointment,10 mg,1x10,"1,315.43",2019-03-20,Vizag,N,5,Active,2025-03-14 08:34:51,2025-04-29 20:40:35,Legacy ERP,BATCH_20260313_001,Legacy SKU
P200292,PRD5292,InfecCure Forte,Azithromycin,Anti-Infective,Infectious Disease,Suspension,50 mg,60 ml,"4,530.84",2012-08-02,Ahmedabad,Y,5,Active,2024-04-04 09:20:41,2026-03-08 22:59:37,SFA App,BATCH_20260313_003,Legacy SKU
P200293,PRD5293,glucofree od,Pembrolizumab,Diabetes,Endocrinology,Syrup,250 mg,5 vials,"4,165.05",2015-04-21,Vizag,N,12,Discontinued,2025-10-20 08:55:21,2025-03-01 00:19:34,Legacy ERP,BATCH_20260313_003,
P200294,PRD5294,NeuroCalm OD,Metformin,Neuro,Neurology,Syrup,250 mg,5 vials,"8,442.45",2014-11-15,Hyderabad,N,5,Active,2025-01-07 18:45:56,2025-06-03 15:26:53,SAP,BATCH_20260313_001,
P200295,PRD5295,CardioZen OD,Azithromycin,Cardio,Cardiology,Syrup,50 mg,60 ml,"7,331.88",2018-10-18,Ahmedabad,Y,18,Active,2025-07-22 04:10:24,2025-12-16 18:13:18,Legacy ERP,BATCH_20260313_002,
P200296,PRD5296,PulmoAir MR,Pantoprazole,Respiratory,Pulmonology,Ointment,100 mg,1x10,"7,316.81",20/05/2021,Ahmedabad,Y,18,Active,2025-04-15 02:13:33,2025-03-09 13:50:35,SFA App,BATCH_20260313_001,Imported
P200297,PRD5297,InfecCure OD,Atorvastatin,Anti-Infective,Infectious Disease,Suspension,50 mg,10 ml,"5,628.98",2023-05-16,Ahmedabad,Y,12,Active,2025-08-17 18:11:56,2026-01-17 14:04:42,SAP,BATCH_20260313_001,Special Tender
P200298,PRD5298,PulmoAir DS,Pembrolizumab,Respiratory,Pulmonology,Capsule,20 mg,1x10,363.49,2022-06-04,Vizag,Y,12,Active,2024-04-19 06:43:49,2025-05-04 01:50:09,CRM,BATCH_20260313_003,Imported
P200299,PRD5299,PulmoAir OD,Atorvastatin,Respiratory,Pulmonology,Suspension,20 mg,1x30,"9,336.72",2010-07-04,Pune,Y,18,Discontinued,2025-03-27 19:22:41,2025-03-08 06:21:28,SFA App,BATCH_20260313_002,Legacy SKU
P200300,PRD5300,NeuroCalm MR,Atorvastatin,Neuro,Neurology,Tablet,5 mg,1x15,"8,491.87",2017-09-16,Goa,N,12,Active,2024-11-28 07:06:07,2025-10-24 20:48:48,SAP,BATCH_20260313_002,Legacy SKU
P200301,PRD5301,DermaSoft DS,Clobetasol,Dermatology,Dermatology,Capsule,20 mg,1x30,"4,066.98",2021-11-15,Hyderabad,N,12,Active,2025-09-09 17:55:27,2025-10-09 16:40:28,SFA App,BATCH_20260313_001,Legacy SKU
P200302,PRD5302,CardioZen MR,Budesonide,Cardio,Cardiology,Tablet,10 mg,100 ml,380.16,2012-12-01,Goa,N,18,Active,2025-04-29 06:37:49,2025-10-23 21:08:34,SFA App,BATCH_20260313_003,Imported
P200303,PRD5303,InfecCure OD,Metformin,Anti-Infective,Infectious Disease,Syrup,10 mg,60 ml,"7,943.57",2014-07-21,Ahmedabad,Y,18,Active,2025-08-28 21:36:25,2025-06-08 09:07:27,SAP,BATCH_20260313_001,Legacy SKU
P200304,PRD5304,OncoRelief MR,Atorvastatin,Oncology,Oncology,Syrup,100 mg,60 ml,450.22,2010-02-24,Pune,N,18,Active,2023-02-13 04:43:10,2026-01-10 22:41:48,SAP,BATCH_20260313_001,Special Tender
P200305,PRD5305,DermaSoft Forte,Azithromycin,Dermatology,Dermatology,Ointment,20 mg,1x30,"8,525.23",07/02/2011,Ahmedabad,N,5,Discontinued,2024-10-16 20:47:01,2026-02-04 03:22:10,SFA App,BATCH_20260313_003,Imported
P200306,PRD5306,InfecCure DS,Pantoprazole,Anti-Infective,Infectious Disease,Tablet,20 mg,1x30,"8,953.31",2011-02-21,Vizag,Y,5,Active,2025-02-01 16:31:09,2025-05-02 22:35:13,SFA App,BATCH_20260313_003,
P200307,PRD5307,GastroEase Plus,Pembrolizumab,Gastro,Gastroenterology,Capsule,5 mg,5 vials,"4,804.61",2015-10-28,Vizag,N,18,Active,2025-07-31 00:06:23,2025-01-23 23:06:36,SFA App,BATCH_20260313_002,Imported
P200308,PRD5308,InfecCure Plus,Metformin,Anti-Infective,Infectious Disease,Ointment,250 mg,1x15,"1,213.34",2023-11-06,Goa,N,5,Active,2023-11-02 18:28:53,2025-01-02 08:36:41,CRM,BATCH_20260313_002,Imported
P200309,PRD5309,DermaSoft MR,Clobetasol,Dermatology,Dermatology,Syrup,100 mg,1x15,803.17,2012-04-24,Goa,N,5,Active,2023-12-04 00:57:50,2025-08-27 10:53:59,SFA App,BATCH_20260313_002,
P200310,PRD5310,NeuroCalm MR,Pantoprazole,Neuro,Neurology,Capsule,10 mg,1x30,"3,435.83",2020/06/28,Hyderabad,Y,5,Active,2025-08-20 23:28:15,2026-01-24 20:27:45,SFA App,BATCH_20260313_002,Legacy SKU
P200311,PRD5311,NeuroCalm,Clobetasol,Neuro,Neurology,Suspension,20 mg,1x15,"8,837.49",2016-11-09,Hyderabad,N,12,Active,2024-11-22 12:48:45,2026-03-12 09:14:57,SAP,BATCH_20260313_001,Imported
P200312,PRD5312,CardioZen DS,Atorvastatin,Cardio,Cardiology,Inhaler,500 mg,5 vials,"2,917.98",2016-01-23,Ahmedabad,Y,18,Active,2023-04-13 18:18:00,2025-11-04 02:26:44,Legacy ERP,BATCH_20260313_002,Legacy SKU
P200313,PRD5313,InfecCure Forte,Pembrolizumab,Anti-Infective,Infectious Disease,Capsule,50 mg,1x15,"5,868.18",2013-10-06,Hyderabad,N,18,Active,2023-06-23 22:17:59,2026-03-02 20:03:58,SAP,BATCH_20260313_003,Promo Pack
P200314,PRD5314,OncoRelief Plus,Azithromycin,Oncology,Oncology,Capsule,50 mg,1x15,"3,927.80",2025-12-10,Pune,N,12,Active,2023-01-27 00:40:04,2025-09-25 08:08:58,CRM,BATCH_20260313_001,Promo Pack
P200315,PRD5315,NeuroCalm Forte,Budesonide,Neuro,Neurology,Suspension,50 mg,5 vials,"7,513.07",2013-09-02,Goa,N,18,Active,2025-09-12 15:51:59,2025-02-12 11:15:55,SAP,BATCH_20260313_001,Legacy SKU
P200316,PRD5316,GastroEase,Budesonide,Gastro,Gastroenterology,Injection,500 mg,1x15,463.73,2016-10-03,Goa,Y,18,Active,2023-04-24 13:19:53,2025-08-21 13:04:55,Legacy ERP,BATCH_20260313_002,Legacy SKU
P200317,PRD5317,InfecCure DS,Gabapentin,Anti-Infective,Infectious Disease,Inhaler,100 mg,10 ml,"7,049.68",2025-10-29,Vizag,Y,5,Active,2025-10-06 19:09:46,2025-12-28 23:03:47,SFA App,BATCH_20260313_002,Promo Pack
P200318,PRD5318,NeuroCalm MR,Budesonide,Neuro,Neurology,Inhaler,100 mg,1x15,"5,805.26",2014-05-29,Hyderabad,Y,18,Active,2025-11-17 15:35:44,2025-04-24 10:29:12,CRM,BATCH_20260313_003,
P200319,PRD5319,PulmoAir OD,Budesonide,Respiratory,Pulmonology,Inhaler,10 mg,1x10,"6,704.69",20-03-2015,Ahmedabad,N,5,Active,2023-11-09 09:48:30,2025-05-10 00:40:36,Legacy ERP,BATCH_20260313_001,Special Tender
P200320,PRD5320,ONCORELIEF DS,Pantoprazole,Oncology,Oncology,Tablet,5 mg,1x15,"8,099.80",2017-10-12,Baddi,N,18,Active,2024-12-31 10:34:54,2025-09-13 01:51:37,Legacy ERP,BATCH_20260313_003,
P200321,PRD5321,NeuroCalm,Clobetasol,Neuro,Neurology,Injection,10 mg,1x15,816.62,2025-05-30,Pune,N,5,Active,2024-04-21 16:51:52,2025-01-19 15:49:33,SAP,BATCH_20260313_003,
P200322,PRD5322,PulmoAir Forte,Budesonide,Respiratory,Pulmonology,Inhaler,500 mg,100 ml,"6,038.21",2010-06-24,Baddi,N,5,Active,2025-10-15 10:22:31,2025-03-04 12:27:51,CRM,BATCH_20260313_001,Imported
P200323,PRD5323,OncoRelief DS,Pantoprazole,Oncology,Oncology,Tablet,20 mg,10 ml,"1,360.12",2010-05-23,Vizag,N,18,Active,2024-10-09 04:00:55,2026-02-03 00:29:27,SAP,BATCH_20260313_002,
P200324,PRD5324,NeuroCalm Forte,Pantoprazole,Neuro,Neurology,Ointment,10 mg,1x10,"6,591.26",2023-08-14,Ahmedabad,N,5,Active,2024-03-17 22:27:01,2025-09-16 01:47:48,SAP,BATCH_20260313_001,
P200325,PRD5325,GlucoFree OD,Budesonide,Diabetes,Endocrinology,Ointment,20 mg,5 vials,"8,193.52",2012-02-26,Goa,Y,18,Active,2023-03-20 08:51:57,2025-07-20 21:07:24,CRM,BATCH_20260313_003,Imported
P200326,PRD5326,GlucoFree OD,Clobetasol,Diabetes,Endocrinology,Tablet,50 mg,60 ml,"6,761.93",2025-11-15,Goa,Y,12,Active,2025-02-20 10:25:48,2025-10-13 17:48:10,SFA App,BATCH_20260313_002,Legacy SKU
