customer_id,customer_name,customer_type,specialty,hospital_name,city,state,zone,registration_no,status,onboarding_date,tier,created_at,updated_at,ad_hoc_col
C300288,Hospital Singh Care,Chemist,,,Warangal,Telangana,South,REG571421,Active,2020-12-12,C,2025-09-05 13:27:08,2025-01-17 16:19:52,
C300289,Dr. Reddy Hospital,Chemist,,,Bilaspur,Chhattisgarh,West,REG504954,Active,2024-10-29,B,2025-11-12 21:20:53,2025-08-07 10:40:08,Unverified
C300290,Hope Kapoor Pharmacy,Chemist,,,Patna,Bihar,East,REG700366,Active,2018-10-26,A,2025-05-10 15:39:17,2025-01-23 13:42:01,
C300291,Life Gupta Medicals,Hospital,Oncologist,Yashoda Patna,Patna,Bihar,East,REG348089,Active,2023-01-07,C,2025-12-10 12:08:09,2025-07-03 20:56:16,Needs clean-up
C300292,Dr. Verma Clinic,Clinic,Dermatologist,Narayana Patna,Patna,Bihar,Central,REG772582,Active,2020-07-02,A,2025-10-01 20:59:05,2025-12-28 09:53:49,Legacy mapped
C300293,DR. YADAV CARE,Chemist,,,Surat,Gujarat,West,REG548744,Active,2021-05-18,C,2023-03-16 18:51:27,2025-02-08 09:38:50,
C300294,Life Yadav Hospital,Doctor,General Physician,Global Bhopal,Bhopal,Madhya Pradesh,Central,REG423911,Active,2025-01-29,A,2023-03-21 01:06:30,2025-09-23 08:54:25,Legacy mapped
C300295,City Jain Clinic,Doctor,Diabetologist,Max Vasco da Gama,Vasco da Gama,Goa,West,REG807560,Active,2022-02-18,C,2024-02-09 01:31:49,2025-04-12 05:06:26,Needs clean-up
C300296,City Bose Care,Doctor,Cardiologist,Aster Dhanbad,Dhanbad,Jharkhand,East,REG168917,Active,2018-01-17,A,2024-06-01 00:40:09,2025-07-03 01:01:26,Unverified
C300297,Hospital Mishra Medicals,Chemist,,,Coimbatore,Tamil Nadu,South,REG534002,Active,2024-07-22,C,2024-12-30 01:54:20,2025-04-09 09:31:56,Needs clean-up
C300298,Hospital Pillai Hospital,Doctor,Dermatologist,Narayana Kolkata,Kolkata,West Bengal,East,REG979216,Blacklisted,2023-01-11,C,2025-10-17 10:22:38,2025-11-24 17:31:59,Unverified
C300299,City Agarwal Hospital,Doctor,Pulmonologist,Yashoda Raipur,Raipur,Chhattisgarh,Central,REG981354,Inactive,2017-07-23,A,2025-03-28 08:46:14,2025-01-11 21:15:40,Legacy mapped
C300300,City Mishra Clinic,Chemist,,,Gaya,Bihar,Central,REG252546,Active,2024-08-13,B,2025-12-11 13:58:58,2025-09-13 22:41:46,Unverified
C300301,Care Yadav Hospital,Hospital,Gastroenterologist,Care Faridabad,Faridabad,Haryana,North,REG927550,Active,2024-06-02,B,2023-07-30 18:50:00,2025-07-29 14:40:57,
C300302,Care Iyer Medicals,Chemist,,,Gurugram,Delhi,North,REG359659,Active,2018-06-22,A,2023-09-21 16:08:27,2025-07-02 16:22:38,Needs clean-up
C300303,Care Agarwal Pharmacy,Doctor,Cardiologist,Global Amritsar,Amritsar,Punjab,North,REG904277,Active,2019-12-06,A,2024-06-25 21:22:57,2025-07-13 11:07:41,Legacy mapped
C300304,Dr. Bose Care,Chemist,,,Hyderabad,Telangana,South,,Active,2025-03-25,A,2024-11-04 19:41:18,2025-05-03 10:59:28,Unverified
C300305,City Reddy Clinic,Hospital,Gastroenterologist,Fortis Guwahati,Guwahati,Assam,East,REG932724,Active,2024-02-24,A,2023-07-13 21:32:05,2025-06-13 08:16:49,Needs clean-up
C300306,City Bose Care,Clinic,Oncologist,Narayana Udaipur,Udaipur,Rajasthan,Central,REG565513,Active,2024-03-28,C,2023-02-10 20:25:59,2025-03-08 12:42:13,Legacy mapped
C300307,Hospital Kapoor Hospital,Hospital,Pulmonologist,Apollo Bhopal,Bhopal,Madhya Pradesh,West,REG620127,Active,14/04/2025,A,2025-09-12 16:39:50,2026-01-16 20:15:28,Needs clean-up
C300308,Prime Singh Pharmacy,Clinic,Oncologist,Fortis Panaji,Panaji,Goa,West,REG415140,Active,2024-08-12,C,2024-04-04 16:58:23,2025-08-20 22:56:36,Legacy mapped
C300309,Dr. Kapoor Hospital,Doctor,Diabetologist,Global Bilaspur,Bilaspur,Chhattisgarh,Central,REG428893,Active,2022-01-03,C,2025-10-08 03:23:41,2025-06-19 23:14:12,Legacy mapped
C300310,City Mishra Pharmacy,Hospital,Cardiologist,Aster Kanpur,Kanpur,Uttar Pradesh,North,REG746196,Active,2022-03-19,B,2025-01-08 20:03:09,2025-02-27 00:51:01,
C300311,City Chawla Medicals,Chemist,,,Guntur,Andhra Pradesh,South,REG647151,Active,2022-03-16,A,2023-01-11 11:07:40,2025-03-06 10:14:32,
C300312,Hospital Das Pharmacy,Chemist,,,Ahmedabad,Gujarat,West,REG865653,Active,15/15/2025,A,2025-10-16 09:43:53,2026-02-11 12:49:11,Legacy mapped
C300313,Hospital Patel Care,Chemist,,,Durg,Chhattisgarh,West,REG800798,Active,2023-01-17,B,2023-10-02 21:01:28,2025-06-16 14:38:12,
C300314,Hope Kulkarni Pharmacy,Doctor,Pulmonologist,Narayana Gaya,Gaya,Bihar,East,REG702605,Inactive,2024-04-23,B,2023-12-27 20:16:42,2025-04-14 17:17:00,Legacy mapped
C300315,Life Gupta Pharmacy,Chemist,,,Gwalior,Madhya Pradesh,West,,Active,2018-03-26,C,2023-11-16 11:05:41,2025-03-02 00:12:05,Needs clean-up
C300316,Hope Reddy Hospital,Chemist,,,Ahmedabad,Gujarat,West,REG534373,Active,2023-12-12,B,2025-04-04 23:29:43,2025-07-12 00:05:46,Unverified
C300317,Prime Patel Care,Doctor,Pulmonologist,Aster Gurugram,Gurugram,Haryana,North,REG458785,Active,2022-03-06,B,2025-05-08 20:54:49,2026-03-05 12:23:47,Needs clean-up
C300318,Care Patel Care,Clinic,Gastroenterologist,Aster Madurai,Madurai,Tamil Nadu,South,REG744148,Active,2025-02-23,A,2024-05-09 07:03:39,2026-02-06 09:57:55,Needs clean-up
C300319,Prime Kapoor Care,Doctor,Gastroenterologist,Narayana Mysuru,Mysuru,Karnataka,South,REG978132,Active,2025-11-12,A,2024-10-21 06:49:56,2025-06-01 05:34:38,
C300320,Hope Singh Care,Hospital,Dermatologist,Aster Raipur,Raipur,Chhattisgarh,West,REG158895,Active,2017-07-26,B,2025-03-26 03:25:38,2025-01-28 07:27:54,Needs clean-up
C300321,Dr. Reddy Pharmacy,Chemist,,,Panipat,Haryana,North,REG996392,Active,2021-10-31,C,2024-02-20 03:38:36,2025-05-26 13:28:02,Needs clean-up
C300322,Prime Patel Clinic,Clinic,Pulmonologist,Yashoda Jodhpur,Jodhpur,Rajasthan,North,REG638040,Active,2022-10-19,B,2025-08-18 14:54:36,2025-10-04 16:58:32,Legacy mapped
C300323,Hope Yadav Medicals,Clinic,Neurologist,Max Cuttack,Cuttack,Odisha,East,REG365956,Inactive,21-10-2024,A,2023-03-15 18:45:28,2025-02-03 10:16:31,Unverified
C300324,Prime Singh Pharmacy,Hospital,Cardiologist,Max Lucknow,Lucknow,Uttar Pradesh,Central,REG192116,Active,2022-01-02,C,2025-12-04 02:17:01,2025-10-02 05:58:34,Legacy mapped
C300325,Life Patel Pharmacy,Hospital,Cardiologist,Apollo Jamshedpur,Jamshedpur,Jharkhand,East,REG802659,Active,2025-10-11,A,2023-08-05 11:58:36,2025-07-29 20:15:30,
C300326,Dr. Pillai Care,Chemist,,,Hubballi,Karnataka,South,REG708399,Active,2021/12/08,A,2024-09-14 13:46:19,2025-05-25 19:16:03,Unverified
C300327,Hope Mehta Clinic,Hospital,Cardiologist,Global Indore,Indore,Madhya Pradesh,Central,REG837487,Active,09-09-2024,B,2025-12-31 19:03:01,2025-11-16 16:54:27,
C300328,Prime Patel Pharmacy,Chemist,,,Raipur,Chhattisgarh,West,REG857611,Active,07/07/2025,C,2023-11-08 19:17:10,2025-01-02 13:56:55,Needs clean-up
C300329,Hope Nair Hospital,Chemist,,,Jaipur,Rajasthan,North,,Active,2024-12-25,C,2024-10-22 22:30:11,2025-05-26 00:02:14,
C300330,Dr. Bose Hospital,Clinic,Cardiologist,Global Mysuru,Mysuru,Karnataka,South,REG910733,Active,2020-05-29,C,2025-08-16 13:16:41,2025-02-21 19:17:37,Unverified
C300331,Hope Kulkarni Care,Doctor,Neurologist,Max Raipur,Raipur,Chhattisgarh,Central,REG949146,Active,2023-12-26,A,2023-10-24 14:58:48,2025-09-06 22:48:30,
C300332,Hope Iyer Clinic,Clinic,Diabetologist,Narayana Varanasi,Varanasi,Uttar Pradesh,Central,REG376739,Active,2023-01-14,A,2023-07-07 07:33:40,2025-01-03 03:07:20,Unverified
C300333,City Agarwal Care,Doctor,Pulmonologist,Yashoda Gwalior,Gwalior,Madhya Pradesh,West,REG480111,Blacklisted,2019-10-15,A,2024-02-24 15:23:00,2025-09-16 06:39:31,Legacy mapped
C300334,Hospital Gupta Clinic,Chemist,,,Varanasi,Uttar Pradesh,North,REG251776,Active,2020-12-02,C,2025-09-15 18:56:27,2025-06-16 13:10:35,
C300335,Dr. Kapoor Hospital,Doctor,Neurologist,Narayana Ahmedabad,Ahmedabad,Gujarat,West,REG855427,Active,2020-06-02,C,2023-12-16 19:57:18,2025-01-22 15:54:43,Legacy mapped
C300336,Hope Bose Clinic,Chemist,,,Patna,Bihar,Central,REG885545,Active,2025-06-10,A,2025-01-09 16:29:46,2025-04-22 12:01:33,
C300337,Life Nair Clinic,Hospital,Diabetologist,Fortis Muzaffarpur,Muzaffarpur,Bihar,East,REG582539,Active,12/12/2017,A,2023-10-05 20:28:47,2025-01-13 06:53:19,
C300338,Prime Joshi Medicals,Clinic,Neurologist,Aster Jamshedpur,Jamshedpur,Jharkhand,East,REG611237,Active,2023-08-15,C,2025-08-25 00:33:01,2026-02-19 22:54:21,Legacy mapped
C300339,City Nair Clinic,Hospital,Cardiologist,Global Durg,Durg,Chhattisgarh,Central,REG967843,Active,2021-01-29,A,2025-09-23 12:17:51,2025-05-28 10:07:10,Unverified
C300340,Hope Singh Hospital,Doctor,Diabetologist,Medanta Ahmedabad,Ahmedabad,Gujarat,West,REG938841,Blacklisted,2024-09-15,C,2025-03-02 03:13:33,2025-01-30 14:04:35,Needs clean-up
C300341,Dr. Verma Pharmacy,Chemist,,,Kanpur,Uttar Pradesh,North,REG643895,Active,2017-10-17,B,2023-10-26 18:33:46,2025-07-13 00:19:44,Legacy mapped
C300342,Prime Verma Clinic,Doctor,Gastroenterologist,Manipal Bilaspur,Bilaspur,Chhattisgarh,West,REG477795,Active,2024-04-18,B,2023-12-27 10:40:02,2025-12-18 18:24:39,Unverified
C300343,Hope Pillai Medicals,Hospital,Neurologist,Apollo Ludhiana,Ludhiana,Punjab,North,REG675068,Active,2022-10-27,B,2023-03-05 16:04:05,2025-01-02 14:06:18,Legacy mapped
C300344,Hope Sharma Medicals,Clinic,Oncologist,Yashoda Vijayawada,Vijayawada,Andhra Pradesh,South,REG400106,Active,2019-05-08,B,2023-10-03 03:53:12,2025-03-30 13:54:50,Needs clean-up
C300345,City Kulkarni Care,Doctor,Oncologist,Yashoda Bhopal,Bhopal,Madhya Pradesh,West,REG419217,Active,2024-10-31,A,2023-04-06 18:30:36,2025-09-07 10:49:24,Unverified
C300346,Dr. Pillai Pharmacy,Doctor,Cardiologist,Max Hubballi,Hubballi,Karnataka,South,REG848054,Inactive,2018-03-06,A,2023-11-23 12:22:39,2025-12-21 14:19:24,
C300347,Hospital Patel Pharmacy,Doctor,Oncologist,Care Bengaluru,Bengaluru,Karnataka,South,REG117785,Active,2018-07-30,B,2024-10-06 16:34:35,2025-02-17 02:34:20,Legacy mapped
C300348,Dr. Yadav Hospital,Chemist,,,Kanpur,Uttar Pradesh,North,REG515490,Active,2018-02-26,A,2024-12-05 07:06:59,2025-01-22 00:57:52,
C300349,Dr. Gupta Pharmacy,Chemist,,,Durg,Chhattisgarh,West,REG304439,Active,01 Jun 2019,B,2023-03-07 05:01:54,2025-10-17 20:56:35,
C300350,Life Chawla Pharmacy,Chemist,,,Lucknow,Uttar Pradesh,Central,REG955597,Active,2022-07-22,A,2025-10-02 05:02:40,2026-01-16 09:23:03,
C300351,HOSPITAL SIngh hospital,Hospital,Neurologist,Max Vadodara,Vadodara,Gujarat,West,REG441268,Inactive,06/19/2023,B,2023-09-02 15:15:02,2025-07-05 21:04:51,Unverified
C300352,Hope Yadav Pharmacy,Doctor,Diabetologist,Global Ludhiana,Ludhiana,Punjab,North,REG967202,Active,2017-01-01,B,2024-09-25 02:40:53,2025-04-14 10:36:40,Needs clean-up
C300353,Hospital Yadav Clinic,Doctor,Oncologist,Yashoda Panaji,Panaji,Goa,West,REG479483,Active,2023-10-15,A,2024-10-17 16:01:44,2025-01-06 00:50:35,Unverified
C300354,Care Verma Care,Clinic,Dermatologist,Aster Kanpur,Kanpur,Uttar Pradesh,North,REG779881,Active,2017-01-23,A,2024-04-06 18:16:49,2025-11-21 11:55:53,Unverified
C300355,Dr. Reddy Medicals,Hospital,Pulmonologist,Global Noida,Noida,Uttar Pradesh,Central,,Active,03/18/2021,A,2025-12-05 17:59:38,2025-01-04 12:47:01,
C300356,Dr. Kulkarni Clinic,Chemist,,,Panaji,Goa,West,REG596144,Active,2020-02-24,B,2023-07-12 12:41:10,2025-12-05 04:43:40,Unverified
C300357,Life Joshi Medicals,Chemist,,,Kozhikode,Kerala,South,REG922695,Inactive,01/15/2017,C,2025-09-22 02:56:01,2026-03-01 07:24:50,Unverified
C300358,Dr. Mehta Hospital,Chemist,,,Warangal,Telangana,South,REG845217,Active,2024-09-11,C,2025-06-15 09:21:13,2025-02-02 09:23:37,Unverified
C300359,Hospital Chawla Care,Doctor,General Physician,Global Durgapur,Durgapur,West Bengal,East,REG593324,Active,not captured,A,2025-07-08 22:08:37,2025-05-11 06:26:40,
C300360,Care Verma Medicals,Chemist,,,Jaipur,Rajasthan,North,REG797317,Active,23/03/2019,A,2025-06-19 09:07:31,2025-01-31 13:00:10,Legacy mapped
C300361,City Patel Clinic,Hospital,Neurologist,Fortis Cuttack,Cuttack,Odisha,East,REG295533,Blacklisted,2023-06-18,B,2024-09-04 02:31:23,2025-05-17 21:02:06,Needs clean-up
C300362,Prime Joshi Hospital,Chemist,,,Guntur,Andhra Pradesh,South,REG567257,Active,2025-06-21,C,2025-04-11 19:40:57,2025-02-22 00:48:58,Legacy mapped
C300363,Dr. Nair Care,Clinic,Neurologist,Aster Muzaffarpur,Muzaffarpur,Bihar,Central,REG391269,Active,2022-05-19,B,2024-06-15 14:35:52,2025-07-02 12:10:21,
C300364,City Mishra Clinic,Doctor,General Physician,Global Varanasi,Varanasi,Uttar Pradesh,Central,REG262783,Active,2023-07-05,C,2023-12-16 16:27:07,2025-01-05 04:33:22,Unverified
C300365,city jain clinic,Chemist,,,Gurugram,Haryana,North,REG805249,Active,2021-08-04,B,2023-08-30 17:48:07,2026-03-06 18:50:54,
C300366,PRIME JAin clinic,Doctor,Oncologist,Care Rourkela,Rourkela,Odisha,East,REG115697,Active,2017-08-06,A,2025-12-15 09:01:06,2026-01-13 13:40:30,Needs clean-up
C300367,CITY SHARMa hospital,Doctor,Cardiologist,Fortis Raipur,Raipur,Chhattisgarh,West,REG136704,Active,2020-04-16,B,2024-12-14 22:17:01,2026-03-12 13:37:07,Unverified
C300368,Hospital Joshi Hospital,Clinic,Dermatologist,Narayana Thiruvananthapuram,Thiruvananthapuram,Kerala,South,REG490760,Active,2020-07-12,C,2025-08-03 19:10:36,2025-07-13 05:47:26,Legacy mapped
C300369,Hospital Das Care,Chemist,,,Vijayawada,Andhra Pradesh,South,123,Active,2017-06-15,B,2025-04-17 12:48:20,2025-12-16 03:59:59,Unverified
C300370,Life Yadav Medicals,Doctor,Oncologist,Manipal Amritsar,Amritsar,Punjab,North,REG705342,Active,2024-10-18,C,2023-06-25 20:40:47,2025-08-09 01:59:22,
C300371,City Mehta Clinic,Hospital,General Physician,Aster Indore,Indore,Madhya Pradesh,Central,REG562879,Active,2022-03-10,A,2025-12-29 01:04:13,2025-02-08 16:16:12,Unverified
C300372,Prime Kapoor Medicals,Doctor,Gastroenterologist,Fortis Amritsar,Amritsar,Punjab,North,REG876414,Blacklisted,2018-11-30,A,2025-06-30 06:16:29,2025-10-03 15:56:50,Legacy mapped
C300373,Care Kapoor Hospital,Chemist,,,Patna,Bihar,East,REG303417,Active,2021/06/12,C,2024-10-31 18:11:25,2025-07-26 07:30:40,
C300374,Hope Singh Care,Hospital,Pulmonologist,Yashoda Udaipur,Udaipur,Rajasthan,North,REG596943,Active,2018-03-03,B,2025-02-03 13:00:33,2025-09-29 01:56:43,Unverified
C300375,Care Mishra Pharmacy,Hospital,General Physician,Max Udaipur,Udaipur,Rajasthan,North,REG919722,Active,04/21/2019,C,2025-02-12 01:59:51,2025-10-07 14:13:48,Needs clean-up
C300376,Hope Patel Clinic,Doctor,Oncologist,Max Mysuru,Mysuru,Karnataka,South,REG718106,Active,2017-01-29,B,2024-11-26 00:41:14,2025-01-02 20:33:50,Legacy mapped
C300377,Care Das Pharmacy,Clinic,Cardiologist,Max Guwahati,Guwahati,Assam,East,REG307186,Active,2023-03-24,A,2024-02-21 07:59:46,2025-09-01 20:08:56,Legacy mapped
C300378,Care Singh Medicals,Chemist,,,Raipur,Chhattisgarh,West,REG660913,Active,2017-12-28,A,2025-03-25 15:04:26,2025-01-27 20:15:15,Unverified
C300379,Hospital Pillai Pharmacy,Doctor,Dermatologist,Apollo Noida,Noida,Uttar Pradesh,North,REG533730,Inactive,2022-12-14,C,2023-05-26 00:21:44,2025-01-16 07:37:05,Needs clean-up
C300380,Life Chawla Clinic,Hospital,Diabetologist,Yashoda Raipur,Raipur,Chhattisgarh,West,REG765009,Active,2017-08-26,C,2023-11-14 05:50:28,2025-11-27 16:06:17,Needs clean-up
C300381,Prime Kapoor Medicals,Hospital,Neurologist,Max Kanpur,Kanpur,Uttar Pradesh,Central,REG913991,Active,2024-02-04,B,2025-11-13 13:06:55,2025-12-14 02:21:27,Legacy mapped
C300382,Hope Sharma Care,Clinic,Dermatologist,Medanta Hubballi,Hubballi,Karnataka,South,REG139224,Blacklisted,2017-11-14,A,2023-01-02 08:18:28,2025-02-23 05:02:35,Legacy mapped
C300383,Hope Jain Pharmacy,Chemist,,,Surat,Gujarat,West,REG670989,Active,2024-11-17,A,2025-09-09 07:51:51,2025-03-08 14:29:26,
C300384,City Gupta Pharmacy,Doctor,Neurologist,Global Vadodara,Vadodara,Gujarat,West,REG477208,Active,2024-10-30,B,2024-05-29 20:14:56,2025-08-01 12:59:45,Legacy mapped
C300385,Prime Patel Medicals,Clinic,Neurologist,Manipal Guntur,Guntur,Andhra Pradesh,South,REG574886,Active,2022-11-19,B,2023-10-10 22:39:17,2025-06-23 16:14:26,
C300386,Care Mishra Medicals,Clinic,Oncologist,Max Udaipur,Udaipur,Rajasthan,Central,REG749559,Active,2020-03-01,A,2024-07-04 08:20:00,2025-04-04 11:53:54,Needs clean-up
C300387,Prime Pillai Clinic,Clinic,Cardiologist,Global Pune,Pune,Maharashtra,West,REG175103,Inactive,2025-02-10,A,2024-04-24 14:46:26,2025-04-17 05:37:18,
C300388,Hospital Das Hospital,Chemist,,,Kozhikode,Kerala,South,REG740623,Active,2017-02-09,C,2025-02-07 10:20:54,2025-03-03 00:33:26,
C300389,Prime Pillai Clinic,Clinic,General Physician,Manipal Jodhpur,Jodhpur,Rajasthan,Central,REG346322,Active,2018-11-13,C,2025-08-22 11:37:18,2025-04-03 11:57:02,
C300390,Care Das Hospital,Chemist,,,Margao,Goa,West,REG255673,Active,2024-09-08,C,2025-10-11 21:47:48,2025-01-02 10:25:03,Unverified
C300391,DR. KULKARNI PHARMACY,Doctor,Pulmonologist,Aster Ranchi,Ranchi,Jharkhand,East,REG968271,Active,2024-07-23,A,2024-12-03 06:05:28,2025-07-13 12:01:51,Legacy mapped
C300392,Hope Bose Medicals,Clinic,Neurologist,Fortis Muzaffarpur,Muzaffarpur,Bihar,East,REG341322,Active,2021-05-05,C,2025-07-13 10:29:21,2026-03-10 11:16:25,
C300393,Life Sharma Hospital,Hospital,Pulmonologist,Yashoda Raipur,Raipur,Chhattisgarh,West,REG952357,Active,2023-08-09,B,2025-03-30 12:46:03,2025-10-07 22:50:54,
C300394,Dr. Mishra Care,Chemist,,,Gaya,Bihar,Central,REG420661,Active,2018-03-08,A,2025-03-10 03:58:36,2025-05-04 14:39:03,Legacy mapped
C300395,Care Singh Care,Chemist,,,Kochi,Kerala,South,REG306881,Active,2020-08-18,B,2025-06-19 19:39:38,2025-01-16 01:30:11,Unverified
C300396,Hospital Verma Pharmacy,Hospital,Gastroenterologist,Aster Gwalior,Gwalior,Madhya Pradesh,West,REG652474,Inactive,2017-10-29,C,2025-01-28 03:50:03,2025-05-26 03:15:25,Needs clean-up
C300397,Prime Kulkarni Clinic,Chemist,,,Indore,Madhya Pradesh,West,REG239041,Active,2022-05-18,A,2025-08-16 02:37:26,2025-08-30 10:21:49,Needs clean-up
C300398,Care Mehta Care,Chemist,,,Bhopal,Madhya Pradesh,Central,REG754919,Active,2020-05-06,A,2025-12-18 04:24:53,2025-10-29 14:25:36,Unverified
C300399,Life Mehta Medicals,Clinic,Dermatologist,Yashoda Jalandhar,Jalandhar,Punjab,North,REG711449,Active,2022-10-29,B,2025-11-27 13:14:36,2025-02-10 09:07:34,Legacy mapped
C300400,City Mishra Hospital,Doctor,Pulmonologist,Medanta Guwahati,Guwahati,Assam,East,REG155885,Active,2020-01-22,B,2023-11-05 15:35:26,2025-02-02 01:38:21,Unverified
C300401,Dr. Bose Hospital,Chemist,,,Vadodara,Gujarat,West,REG357622,Active,2021-04-13,A,2024-05-04 14:34:10,2025-10-14 00:14:20,Needs clean-up
C300402,Hope Agarwal Medicals,Doctor,Cardiologist,Care Udaipur,Udaipur,Rajasthan,Central,,Active,2018-03-12,A,2024-03-17 19:40:11,2025-06-15 12:28:53,Needs clean-up
C300403,Prime Das Care,Clinic,Cardiologist,Max Ranchi,Ranchi,Jharkhand,East,REG866633,Active,2022-12-01,B,2023-05-24 12:57:14,2026-02-12 07:48:35,Needs clean-up
C300404,Hospital Nair Pharmacy,Doctor,Oncologist,Global Kochi,Kochi,Kerala,South,REG417885,Active,2021-06-13,B,2024-07-20 18:31:28,2025-01-16 10:14:25,Unverified
C300405,Dr. Nair Care,Chemist,,,Cuttack,Odisha,East,REG150747,Inactive,2017-11-09,C,2023-12-28 16:39:15,2025-05-11 16:10:34,
C300406, Hospital Yadav Hospital  ,Chemist,,,Jaipur,Rajasthan,North,REG547025,Active,2017-06-07,A,2023-12-13 06:12:05,2026-02-07 10:08:51,Unverified
C300407,Care Pillai Hospital,Clinic,Neurologist,Max Gurugram,Gurugram,Haryana,North,REG642396,Active,2024-04-23,A,2025-09-10 14:52:58,2026-01-08 18:47:54,Legacy mapped
C300408,Prime Chawla Hospital,Clinic,Neurologist,Apollo Chennai,Chennai,Tamil Nadu,South,REG380757,Active,2021-06-01,B,2023-06-21 13:55:52,2026-01-03 21:11:56,Unverified
C300409,Hospital Patel Medicals,Doctor,Cardiologist,Care Varanasi,Varanasi,Uttar Pradesh,North,REG800832,Active,2018-07-30,A,2024-06-07 20:27:23,2025-12-25 11:18:27,
C300410,Life Iyer Pharmacy,Clinic,Pulmonologist,Apollo Bengaluru,Bengaluru,Karnataka,South,REG731235,Inactive,2023-12-05,A,2025-11-10 19:07:57,2025-06-03 21:13:52,Unverified
C300411,Care Kapoor Clinic,Hospital,Pulmonologist,Yashoda Nizamabad,Nizamabad,Telangana,South,REG543375,Active,2022-07-27,C,2025-11-12 02:53:48,2025-05-08 16:18:45,Needs clean-up
C300412,Life Mehta Medicals,Doctor,Pulmonologist,Narayana Kolkata,Kolkata,West Bengal,East,,Active,2018-07-22,C,2024-06-17 01:48:22,2025-12-10 10:49:17,Needs clean-up
C300413,Hope Sharma Pharmacy,Clinic,General Physician,Global Kolkata,Kolkata,West Bengal,East,REG857091,Active,2019-06-15,C,2025-06-19 04:21:15,2026-02-09 00:14:07,Unverified
C300414,Prime Chawla Hospital,Hospital,Pulmonologist,Max Noida,Noida,Uttar Pradesh,Central,REG821373,Active,2017-09-08,C,2023-12-04 23:48:13,2025-02-25 18:22:59,
C300415,Prime Jain Clinic,Doctor,Oncologist,Apollo Bilaspur,Bilaspur,Chhattisgarh,West,REG384758,Active,2019-05-07,A,2023-11-22 12:09:01,2025-06-19 21:23:49,Unverified
C300416,Care Yadav Hospital,Clinic,Pulmonologist,Care Ranchi,Ranchi,Jharkhand,East,REG330309,Active,2023-09-01,A,2024-08-15 06:04:01,2025-10-24 21:22:05,Unverified
C300417,City Kulkarni Hospital,Doctor,Diabetologist,Yashoda Bilaspur,Bilaspur,Chhattisgarh,West,REG567348,Active,2017/10/19,C,2025-06-04 11:40:41,2025-10-29 21:33:18,Needs clean-up
C300418,Hospital Jain Pharmacy,Clinic,Neurologist,Apollo Varanasi,Varanasi,Uttar Pradesh,North,REG264147,Active,2024-03-01,C,2025-07-04 11:33:28,2026-02-26 10:03:50,
C300419,Dr. Mehta Pharmacy,Hospital,Neurologist,Global Mysuru,Mysuru,Karnataka,South,REG585187,Blacklisted,2017-03-27,C,2025-03-27 08:58:34,2025-05-09 15:31:12,Legacy mapped
C300420,Dr. Das Clinic,Chemist,,,Amritsar,Punjab,North,REG184626,Inactive,2025-05-26,C,2023-01-01 03:04:11,2025-01-30 06:48:25,Needs clean-up
C300421,Hope Mehta Clinic,Clinic,Cardiologist,Fortis Kozhikode,Kozhikode,Kerala,South,REG914351,Blacklisted,2021-09-18,B,2025-09-17 02:01:31,2025-12-22 18:14:22,Legacy mapped
C300422,City Sharma Medicals,Hospital,Neurologist,Manipal Margao,Margao,Goa,West,,Active,2017-11-24,C,2025-12-10 07:11:05,2025-06-19 05:36:59,
C300423,Life Mehta Clinic,Clinic,Cardiologist,Yashoda Varanasi,Varanasi,Uttar Pradesh,North,REG941847,Active,2024-06-10,A,2023-07-17 12:31:08,2025-04-19 04:54:19,Needs clean-up
C300424,LIFE VERMa pharmacy,Doctor,Cardiologist,Manipal Gaya,Gaya,Bihar,East,REG575139,Active,2018-11-05,A,2024-06-07 03:34:07,2025-01-21 01:29:10,
C300425, City Reddy Pharmacy  ,Doctor,General Physician,Aster Noida,Noida,Uttar Pradesh,Central,REG768695,Active,2020-09-17,C,2025-01-28 14:48:23,2025-08-19 18:01:56,Legacy mapped
C300426,City Kulkarni Hospital,Chemist,,,Guntur,Andhra Pradesh,South,REG187154,Active,2023/07/17,C,2024-03-21 23:52:30,2025-09-28 09:34:45,Needs clean-up
C300427,Care Jain Clinic,Doctor,General Physician,Manipal Bhubaneswar,Bhubaneswar,Odisha,East,,Active,2017-04-17,B,2023-03-08 00:01:09,2025-07-21 14:22:21,Unverified
C300428,Prime Patel Pharmacy,Chemist,,,Panaji,Goa,West,REG184586,Active,2018-08-01,C,2024-02-19 01:12:53,2026-02-19 11:32:10,
C300429,Prime Sharma Medicals,Hospital,Oncologist,Apollo Surat,Surat,Gujarat,West,REG885049,Inactive,2024-02-24,C,2023-01-27 17:56:44,2025-09-21 22:27:56,
C300430,Care Gupta Care,Chemist,,,Amritsar,Punjab,North,REG969198,Active,2018-06-04,A,2023-07-24 04:28:06,2025-12-26 12:33:06,
C300431,Life Gupta Hospital,Clinic,Gastroenterologist,Narayana Jaipur,Jaipur,Rajasthan,Central,REG538535,Active,2022-01-24,A,2023-05-29 00:28:48,2025-01-04 12:34:26,Needs clean-up
C300432,Care Das Clinic,Doctor,Pulmonologist,Global Dhanbad,Dhanbad,Jharkhand,East,REG548508,Active,2024-02-18,B,2024-08-20 05:21:11,2025-06-12 14:28:59,Needs clean-up
